#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-07T09:56:48 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-07T09:56:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/220/6/uvgal&-order=I&-out=PGC&-out=RAJ2000&-out=DEJ2000&-out=amaj&-out=bmin&-out=PA&-out=MT&-out=e_MT&-out=Dist&-out=AsyFUV&-out.all=2&-out=e_AsyFUV&-out=AsyNUV&-out=e_AsyNUV&-out=D25FUV&-out=e_D25FUV&-out=D25NUV&-out=e_D25NUV&-out=logFUV&-out=logNUV&-out=RadFUV&-out=RadNUV&-out=C31FUV&-out=C31NUV&-out.all=2&-out=C42FUV&-out=C42NUV&-out=Bmag&-out=e_Bmag&-out=Imag&-out=e_Imag&-out=U-B&-out=B-V&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out.all=2&-out=e_Kmag&-out=l_F12&-out=F12&-out=e_F12&-out=l_F25&-out=F25&-out=e_F25&-out=l_F60&-out=F60&-out=e_F60&-out=l_F100&-out=F100&-out=e_F100&-out=GdP07&-out=Simbad&Simbad=Simbad&-out=NED&NED=NED&-out=LEDA&LEDA=LEDA&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22200006
#Name: J/ApJS/220/6
#Title: Updated catalog of GALEX nearby galaxies (Bai+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/220/6	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/220/6	    IVOID of underlying data collection
#INFO	creator=Bai Y.	    First author or institution
#INFO	cites=bibcode:2015ApJS..220....6B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/220/6	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22200006	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-30	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_220_6_uvgal:
#Name: J/ApJS/220/6/uvgal
#Title: Our UV data and archival optical  and IR data for the GALEX sample of nearby galaxies
#Column	PGC	(I7)	[12/4555172] PGC number	[ucd=meta.id]
#Column	RAJ2000	(A12)	HyperLeda Hour of Right Ascension (J2000) (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	HyperLeda Degree of Declination (J2000) (1)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	[1/178] HyperLeda Major-axis diameter of the D25 ellipse	[ucd=phys.angSize]
#Column	bmin	(F4.1)	[0.1/69.2] HyperLeda Minor-axis diameter of the D25 ellipse	[ucd=phys.angSize]
#Column	PA	(I3)	? HyperLeda Position angle of the D25 ellipse (2)	[ucd=pos.posAng]
#Column	MT	(F4.1)	[-5/10]? HyperLeda Morphological type T	[ucd=src.morph.type]
#Column	e_MT	(F4.1)	? Uncertainty in MT	[ucd=stat.error]
#Column	Dist	(F7.2)	[0.4/299]? Distance to the galaxy (3)	[ucd=pos.distance;pos.heliocentric]
#Column	AsyFUV	(F5.2)	? Asymptotic FUV band magnitude (1)	[ucd=phot.mag;em.UV]
#Column	e_AsyFUV	(F5.2)	? Uncertainty in AsyFUV (2)	[ucd=stat.error]
#Column	AsyNUV	(F5.2)	? Asymptotic NUV band magnitude (1)	[ucd=phot.mag;em.UV]
#Column	e_AsyNUV	(F5.2)	? Uncertainty in AsyNUV (2)	[ucd=stat.error]
#Column	D25FUV	(F5.2)	[8/22.3]? D25 ellipse FUV band magnitude (1)	[ucd=phot.mag;em.UV]
#Column	e_D25FUV	(F5.2)	[0.01/2]? Uncertainty in D25FUV (2)	[ucd=stat.error]
#Column	D25NUV	(F5.2)	[7.5/21.3]? D25 ellipse NUV band magnitude (1)	[ucd=phot.mag;em.UV]
#Column	e_D25NUV	(F5.2)	[0.01/1]? Uncertainty in D25NUV (2)	[ucd=stat.error]
#Column	logFUV	(F6.3)	[31.6/37.4]? Log of the FUV luminosity	[ucd=phys.luminosity;em.UV]
#Column	logNUV	(F6.3)	[30.7/37.4]? Log of the NUV luminosity	[ucd=phys.luminosity;em.UV]
#Column	RadFUV	(F7.2)	[1.8/1583]? Effective FUV radius (3)	[ucd=phys.angSize;em.UV.100-200nm]
#Column	RadNUV	(F7.2)	[2.6/1559]? Effective NUV radius (3)	[ucd=phys.angSize;em.UV.200-300nm]
#Column	C31FUV	(F6.2)	[-30/88.3]? C31 concentration index in the FUV	[ucd=meta.code;spect.index;em.UV.100-200nm]
#Column	C31NUV	(F5.2)	[1.2/36.5]? C31 concentration index in the NUV	[ucd=meta.code;spect.index;em.UV.200-300nm]
#Column	C42FUV	(F5.2)	[0.6/9.6]? C42 concentration index in the FUV	[ucd=meta.code;spect.index;em.UV.100-200nm]
#Column	C42NUV	(F5.2)	[0.5/9]? C42 concentration index in the NUV	[ucd=meta.code;spect.index;em.UV.200-300nm]
#Column	Bmag	(F5.2)	[4/22]? HyperLeda total B magnitude (1)	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F5.2)	[0.02/2.4]? Uncertainty in Bmag	[ucd=stat.error;phot.mag;em.opt.B]
#Column	Imag	(F5.2)	[6.6/23]? HyperLeda total I magnitude (1)	[ucd=phot.mag;em.opt.I]
#Column	e_Imag	(F5.2)	[0.02/7]? Uncertainty in Imag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	U-B	(F5.2)	[-0.8/0.8]? HyperLeda (U-B) color index (1)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F5.2)	[0.07/1.2]? HyperLeda (B-V) color index (1)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Jmag	(F5.2)	[2/16.8]? 2MASS J band total magnitude (1)(2)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F5.2)	[0/0.7]? Uncertainty in Jmag	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F5.2)	[1.2/81]? 2MASS H band total magnitude (1)(2)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F5.2)	[0.01/0.7]? Uncertainty in Hmag	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F5.2)	[0.9/16.7]? 2MASS K band total magnitude (1)(2)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F5.2)	[0.01/1.1]? Uncertainty in Kmag	[ucd=stat.error;phot.mag;em.IR.K]
#Column	l_F12	(A1)	[01]? Upper limit flag on F12 (3)	[ucd=meta.code.error]
#Column	F12	(F6.2)	[0.02/163]? IRAS 12 micron flux density	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_F12	(F5.2)	[0.01/24.5]? Uncertainty in F12 (1)(4)	[ucd=stat.error]
#Column	l_F25	(A1)	[01]? Upper limit flag on F25 (3)	[ucd=meta.code.error]
#Column	F25	(F6.2)	[0.01/285]? IRAS 25 micron flux density	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_F25	(F5.2)	[0.01/43]? Uncertainty in F25 (1)(4)	[ucd=stat.error]
#Column	l_F60	(A1)	[01]? Upper limit flag on F60 (3)	[ucd=meta.code.error]
#Column	F60	(F7.2)	[0.01/1270]? IRAS 60 micron flux density	[ucd=phot.flux.density;em.IR.30-60um]
#Column	e_F60	(F6.2)	[0.02/250]? Uncertainty in F60 (1)(4)	[ucd=stat.error]
#Column	l_F100	(A1)	[01]? Upper limit flag on F100 (3)	[ucd=meta.code.error]
#Column	F100	(F7.2)	[0.05/2930]? IRAS 100 micron flux density	[ucd=phot.flux.density;em.IR.60-100um]
#Column	e_F100	(F6.2)	[0.04/465]? Uncertainty in F100 (1)(4)	[ucd=stat.error]
#Column	GdP07	(I3)	Source within 15" in the GALEX catalog of Gil de Paz+, 2007, J/ApJS/173/185	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	LEDA	(A4)	Simbad column added by the CDS	[ucd=meta.ref.url]
PGC	RAJ2000	DEJ2000	amaj	bmin	PA	MT	e_MT	Dist	AsyFUV	e_AsyFUV	AsyNUV	e_AsyNUV	D25FUV	e_D25FUV	D25NUV	e_D25NUV	logFUV	logNUV	RadFUV	RadNUV	C31FUV	C31NUV	C42FUV	C42NUV	Bmag	e_Bmag	Imag	e_Imag	U-B	B-V	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	l_F12	F12	e_F12	l_F25	F25	e_F25	l_F60	F60	e_F60	l_F100	F100	e_F100	GdP07	Simbad	NED	LEDA
 	"h:m:s"	"d:m:s"	arcmin	arcmin	deg	 	 	Mpc	mag	mag	mag	mag	mag	mag	mag	mag	[W]	[W]	arcsec	arcsec	 	 	 	 	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	 	Jy	Jy	 	Jy	Jy	 	Jy	Jy	 	Jy	Jy	 	 	 	
-------	------------	------------	-----	----	---	----	----	-------	-----	-----	-----	-----	-----	-----	-----	-----	------	------	-------	-------	------	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-	------	-----	-	------	-----	-	-------	------	-	-------	------	---	------	---	----
     12	00 00 08.604	-06 22 26.00	  1.4	 0.3	168	 1.3	 1.0	  95.00	17.37	 0.01	16.93	 0.03	17.57	 0.01	17.18	 0.01	35.931	35.929	  12.71	  13.19	  1.93	 2.12	 1.88	 2.10	14.66	 0.38	     	     	     	     	12.10	 0.03	11.38	 0.04	11.11	 0.06	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
     62	00 00 46.908	-77 34 47.93	  1.0	 0.2	  9	 4.4	 1.9	 153.00	     	     	18.48	 0.04	     	     	18.70	 0.04	      	35.732	       	   8.67	      	 2.21	     	 2.15	16.23	 0.21	14.47	 0.08	     	     	13.48	 0.08	12.73	 0.09	12.61	 0.14	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    120	00 01 38.316	+23 29 00.92	  1.9	 1.1	160	 5.3	 1.5	  52.00	16.47	 0.04	15.90	 0.05	16.62	 0.01	16.01	 0.01	35.768	35.816	  23.22	  22.42	  2.14	 2.14	 2.00	 2.02	13.01	 0.41	11.29	 0.22	     	     	10.33	 0.02	 9.59	 0.02	 9.33	 0.02	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    129	00 01 41.916	+23 29 44.95	  1.4	 0.5	135	 4.8	 1.4	  65.00	17.12	 0.03	16.50	 0.02	17.41	 0.02	16.70	 0.01	35.700	35.768	  17.77	  15.89	  2.05	 2.11	 2.07	 2.03	13.59	 0.30	12.43	 0.22	     	     	11.06	 0.02	10.16	 0.02	 9.93	 0.03	1	  0.38	     	1	  0.67	     	0	   5.47	  0.66	0	  14.29	  1.86	  0	Simbad	NED	LEDA
    143	00 01 58.188	-15 27 39.24	 10.5	 3.5	  5	 9.9	 0.3	   0.97	12.61	 0.04	12.41	 0.03	12.71	 0.01	12.52	 0.01	33.857	33.759	  90.46	  91.78	  2.14	 2.16	 1.98	 2.05	10.89	 0.08	     	     	     	 0.40	     	     	     	     	     	     	1	  0.12	     	1	  0.20	     	0	   0.32	  0.08	0	   1.04	  0.26	  1	Simbad	NED	LEDA
    176	00 02 34.836	-03 42 38.92	  1.1	 0.7	180	 4.0	 0.5	  93.00	     	     	16.29	 0.07	     	     	16.50	 0.01	      	36.176	       	  14.76	      	 2.20	     	 2.12	14.33	 0.29	12.77	 0.08	     	     	11.86	 0.03	11.24	 0.04	10.82	 0.05	1	  0.25	     	1	  0.33	     	0	   1.21	  0.12	0	   2.49	  0.27	  0	Simbad	NED	LEDA
    192	00 02 48.624	-03 36 21.82	  1.1	 0.3	 25	 5.0	 2.0	  90.00	     	     	17.12	 0.02	     	     	17.21	 0.01	      	35.809	       	   8.53	      	 2.22	     	 2.19	15.07	 0.36	     	     	     	     	12.37	 0.03	11.69	 0.04	11.56	 0.07	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    215	00 03 14.184	-65 22 11.68	  1.1	 0.5	167	 4.4	 1.9	  90.00	     	     	16.83	 0.04	     	     	17.04	 0.02	      	35.931	       	  13.52	      	 2.51	     	 2.49	15.49	 0.29	14.38	 0.08	     	     	14.09	 0.12	13.23	 0.15	12.99	 0.17	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    243	00 03 32.148	-10 44 40.81	  1.1	 1.0	   	-2.0	 0.6	 129.00	17.56	 0.05	16.96	 0.02	17.62	 0.01	17.05	 0.01	36.125	36.187	  10.85	  10.92	  2.85	 3.18	 2.93	 3.14	14.37	 0.36	12.50	 0.32	     	 0.81	11.25	 0.03	10.63	 0.03	10.30	 0.04	0	  0.11	 0.03	1	  0.21	     	0	   0.37	  0.05	0	   1.58	  0.21	  1	Simbad	NED	LEDA
    250	00 03 34.992	+23 12 02.92	  1.0	 0.6	 23	 5.5	 0.8	 107.00	16.54	 0.08	15.97	 0.02	17.06	 0.01	16.41	 0.01	36.367	36.417	  16.90	  15.49	  2.98	 2.94	 2.79	 2.88	14.05	 0.54	12.25	 0.10	     	     	11.51	 0.04	10.83	 0.05	10.66	 0.06	1	  0.25	     	1	  0.25	     	0	   0.74	  0.07	0	   3.64	  0.66	  0	Simbad	NED	LEDA
    255	00 03 43.236	+15 13 05.45	  2.5	 1.7	   	 9.1	 0.5	  14.00	17.01	 0.05	16.71	 0.03	16.98	 0.01	16.76	 0.01	34.399	34.344	  32.83	  33.64	  2.22	 2.24	 2.09	 2.19	14.90	 0.25	     	     	-0.06	 0.57	     	     	     	     	     	     	 	      	     	 	      	     	 	       	      	 	       	      	  1	Simbad	NED	LEDA
    305	00 04 28.812	+05 50 49.96	  1.3	 0.8	132	 5.8	 0.6	  45.00	     	     	15.98	 0.01	     	     	16.53	 0.01	      	35.665	       	  23.76	      	 2.66	     	 2.57	15.15	 0.39	13.09	 0.06	     	     	13.23	 0.08	12.72	 0.12	12.25	 0.13	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    365	00 05 09.240	+06 15 34.42	  1.4	 1.2	   	 8.8	 0.5	  45.00	     	     	16.46	 0.04	     	     	16.50	 0.01	      	35.473	       	  24.20	      	 1.94	     	 1.79	     	     	     	     	     	     	     	     	     	     	     	     	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    404	00 05 42.396	-46 19 08.90	  1.3	 0.2	 14	 4.6	 2.2	 166.00	     	     	20.90	 0.07	     	     	20.99	 0.14	      	34.830	       	   9.13	      	 2.18	     	 2.02	16.20	 0.28	13.87	 0.08	     	     	12.60	 0.04	11.94	 0.04	11.57	 0.05	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    507	00 06 40.104	+26 09 14.80	  1.0	 0.4	 11	 2.0	 0.3	 112.00	     	     	17.82	 0.09	     	     	17.97	 0.02	      	35.717	       	  10.05	      	 2.27	     	 2.18	14.90	 0.34	     	     	     	     	11.94	 0.03	11.34	 0.04	10.96	 0.04	1	  0.25	     	1	  0.25	     	0	   0.54	  0.05	0	   1.64	  0.18	  0	Simbad	NED	LEDA
    546	00 07 10.200	-44 22 08.04	  1.1	 0.7	 10	-4.0	 0.4	 203.00	     	     	19.12	 0.08	     	     	19.35	 0.05	      	35.717	       	  14.42	      	 4.01	     	 3.79	14.71	 0.50	12.93	 0.08	     	     	12.09	 0.07	11.54	 0.09	10.92	 0.09	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    569	00 07 19.488	+32 36 33.05	  1.8	 0.4	 41	 3.1	 0.6	  76.00	     	     	16.20	 0.07	     	     	16.34	 0.01	      	36.030	       	  15.07	      	 1.97	     	 1.92	13.51	 0.64	11.99	 0.06	     	     	10.91	 0.02	10.14	 0.02	 9.87	 0.03	1	  0.25	     	1	  0.29	     	0	   1.01	  0.16	0	   3.34	  0.37	  0	Simbad	NED	LEDA
    588	00 07 37.884	-72 11 54.60	  1.1	 0.2	 55	 4.2	 3.0	  89.00	     	     	16.88	 0.03	     	     	16.99	 0.03	      	35.895	       	   8.23	      	 2.08	     	 2.06	15.70	 0.65	14.05	 0.07	     	     	13.39	 0.07	12.58	 0.08	12.11	 0.09	1	  0.73	     	1	  0.25	     	0	   0.91	  0.07	0	   2.42	  0.19	  0	Simbad	NED	LEDA
    635	00 08 34.296	-10 56 57.62	  1.0	 1.0	   	 1.1	 0.5	 132.00	17.32	 0.11	16.96	 0.03	17.73	 0.02	17.25	 0.01	36.240	36.207	  23.59	  21.32	  1.97	 1.85	 1.87	 1.68	14.71	 0.30	13.16	 0.37	     	     	11.93	 0.05	11.72	 0.12	11.31	 0.13	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    650	00 08 47.724	+33 26 00.17	  2.3	 0.6	 54	 2.6	 0.8	  72.00	     	     	16.97	 0.02	     	     	17.00	 0.01	      	35.674	       	  19.13	      	 2.50	     	 2.40	13.91	 0.31	11.72	 0.06	     	     	10.64	 0.02	 9.98	 0.02	 9.73	 0.03	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
    679	00 09 32.688	+33 18 31.00	  1.7	 1.3	141	-3.0	 0.5	  76.00	     	     	17.68	 0.04	     	     	17.74	 0.13	      	35.432	       	   9.89	      	 5.69	     	 4.47	13.92	 0.43	     	     	     	     	10.31	 0.02	 9.58	 0.02	 9.40	 0.03	 	      	     	 	      	     	 	       	      	 	       	      	  0	Simbad	NED	LEDA
